date,hour,equipment,process,electricity_kwh,fuel_type,fuel_quantity,production_volume,operating_hours
2026-08-06,23,Boiler 02 (Steam),Steam Generation,0.51,natural_gas,0.0,0.0,0.0
2026-08-06,23,Stenter Frame Oven,Thermal Processing,1.09,natural_gas,0.0,0.0,0.0
2026-08-06,23,Primary Chiller Unit,Cooling & HVAC,0.83,none,0.0,0.0,0.0
2026-08-07,0,Compressor 03 (Screw),Compressed Air,25.82,none,0.0,0.0,0.0
2026-08-07,0,Boiler 02 (Steam),Steam Generation,1.43,natural_gas,0.0,0.0,0.0
2026-08-07,0,Stenter Frame Oven,Thermal Processing,1.28,natural_gas,0.0,0.0,0.0
2026-08-07,0,Primary Chiller Unit,Cooling & HVAC,1.31,none,0.0,0.0,0.0
2026-08-07,1,Compressor 03 (Screw),Compressed Air,23.4,none,0.0,0.0,0.0
2026-08-07,1,Boiler 02 (Steam),Steam Generation,1.39,natural_gas,0.0,0.0,0.0
2026-08-07,1,Stenter Frame Oven,Thermal Processing,1.16,natural_gas,0.0,0.0,0.0
2026-08-07,1,Primary Chiller Unit,Cooling & HVAC,1.52,none,0.0,0.0,0.0
2026-08-07,2,Compressor 03 (Screw),Compressed Air,24.16,none,0.0,0.0,0.0
2026-08-07,2,Boiler 02 (Steam),Steam Generation,0.63,natural_gas,0.0,0.0,0.0
2026-08-07,2,Stenter Frame Oven,Thermal Processing,0.69,natural_gas,0.0,0.0,0.0
2026-08-07,2,Primary Chiller Unit,Cooling & HVAC,1.67,none,0.0,0.0,0.0
2026-08-07,3,Compressor 03 (Screw),Compressed Air,23.67,none,0.0,0.0,0.0
2026-08-07,3,Boiler 02 (Steam),Steam Generation,0.75,natural_gas,0.0,0.0,0.0
2026-08-07,3,Stenter Frame Oven,Thermal Processing,1.84,natural_gas,0.0,0.0,0.0
2026-08-07,3,Primary Chiller Unit,Cooling & HVAC,0.86,none,0.0,0.0,0.0
2026-08-07,4,Compressor 03 (Screw),Compressed Air,27.24,none,0.0,0.0,0.0
2026-08-07,4,Boiler 02 (Steam),Steam Generation,0.84,natural_gas,0.0,0.0,0.0
2026-08-07,4,Stenter Frame Oven,Thermal Processing,0.81,natural_gas,0.0,0.0,0.0
2026-08-07,4,Primary Chiller Unit,Cooling & HVAC,2.0,none,0.0,0.0,0.0
2026-08-07,5,Compressor 03 (Screw),Compressed Air,23.04,none,0.0,0.0,0.0
2026-08-07,5,Boiler 02 (Steam),Steam Generation,1.23,natural_gas,0.0,0.0,0.0
2026-08-07,5,Stenter Frame Oven,Thermal Processing,1.96,natural_gas,0.0,0.0,0.0
2026-08-07,5,Primary Chiller Unit,Cooling & HVAC,1.01,none,0.0,0.0,0.0
2026-08-07,6,Compressor 03 (Screw),Compressed Air,32.93,none,0.0,81.0,1.0
2026-08-07,6,Boiler 02 (Steam),Steam Generation,12.03,natural_gas,47.34,80.6,1.0
2026-08-07,6,Stenter Frame Oven,Thermal Processing,0.94,natural_gas,0.0,0.0,0.0
2026-08-07,6,Primary Chiller Unit,Cooling & HVAC,27.78,none,0.0,78.1,1.0
2026-08-07,7,Compressor 03 (Screw),Compressed Air,32.31,none,0.0,98.7,1.0
2026-08-07,7,Boiler 02 (Steam),Steam Generation,12.47,natural_gas,46.74,98.4,1.0
2026-08-07,7,Stenter Frame Oven,Thermal Processing,45.23,natural_gas,32.57,103.3,1.0
2026-08-07,7,Primary Chiller Unit,Cooling & HVAC,28.22,none,0.0,100.4,1.0
2026-08-07,8,Compressor 03 (Screw),Compressed Air,32.95,none,0.0,82.5,1.0
2026-08-07,8,Boiler 02 (Steam),Steam Generation,12.69,natural_gas,50.0,92.2,1.0
2026-08-07,8,Stenter Frame Oven,Thermal Processing,45.49,natural_gas,31.96,95.4,1.0
2026-08-07,8,Primary Chiller Unit,Cooling & HVAC,27.33,none,0.0,84.8,1.0
2026-08-07,9,Compressor 03 (Screw),Compressed Air,31.06,none,0.0,86.9,1.0
2026-08-07,9,Boiler 02 (Steam),Steam Generation,11.95,natural_gas,46.83,96.6,1.0
2026-08-07,9,Stenter Frame Oven,Thermal Processing,44.36,natural_gas,33.63,87.6,1.0
2026-08-07,9,Primary Chiller Unit,Cooling & HVAC,29.88,none,0.0,105.3,1.0
2026-08-07,10,Compressor 03 (Screw),Compressed Air,32.73,none,0.0,78.1,1.0
2026-08-07,10,Boiler 02 (Steam),Steam Generation,12.97,natural_gas,51.07,90.4,1.0
2026-08-07,10,Stenter Frame Oven,Thermal Processing,41.77,natural_gas,30.7,87.5,1.0
2026-08-07,10,Primary Chiller Unit,Cooling & HVAC,28.82,none,0.0,97.2,1.0
2026-08-07,11,Compressor 03 (Screw),Compressed Air,31.56,none,0.0,84.0,1.0
2026-08-07,11,Boiler 02 (Steam),Steam Generation,12.73,natural_gas,51.47,78.5,1.0
2026-08-07,11,Stenter Frame Oven,Thermal Processing,49.53,natural_gas,31.64,86.7,1.0
2026-08-07,11,Primary Chiller Unit,Cooling & HVAC,27.84,none,0.0,93.8,1.0
2026-08-07,12,Compressor 03 (Screw),Compressed Air,34.97,none,0.0,86.4,1.0
2026-08-07,12,Boiler 02 (Steam),Steam Generation,11.13,natural_gas,46.45,103.9,1.0
2026-08-07,12,Stenter Frame Oven,Thermal Processing,47.22,natural_gas,30.19,98.6,1.0
2026-08-07,12,Primary Chiller Unit,Cooling & HVAC,28.14,none,0.0,101.0,1.0
2026-08-07,13,Compressor 03 (Screw),Compressed Air,34.19,none,0.0,75.2,1.0
2026-08-07,13,Boiler 02 (Steam),Steam Generation,12.06,natural_gas,46.56,86.4,1.0
2026-08-07,13,Stenter Frame Oven,Thermal Processing,43.11,natural_gas,27.67,84.5,1.0
2026-08-07,13,Primary Chiller Unit,Cooling & HVAC,25.93,none,0.0,88.1,1.0
2026-08-07,14,Compressor 03 (Screw),Compressed Air,35.13,none,0.0,81.6,1.0
2026-08-07,14,Boiler 02 (Steam),Steam Generation,13.17,natural_gas,42.63,91.0,1.0
2026-08-07,14,Stenter Frame Oven,Thermal Processing,43.88,natural_gas,33.14,87.0,1.0
2026-08-07,14,Primary Chiller Unit,Cooling & HVAC,31.11,none,0.0,97.6,1.0
2026-08-07,15,Compressor 03 (Screw),Compressed Air,32.4,none,0.0,102.2,1.0
2026-08-07,15,Boiler 02 (Steam),Steam Generation,11.96,natural_gas,44.47,80.8,1.0
2026-08-07,15,Stenter Frame Oven,Thermal Processing,43.97,natural_gas,31.85,98.2,1.0
2026-08-07,15,Primary Chiller Unit,Cooling & HVAC,26.63,none,0.0,107.8,1.0
2026-08-07,16,Compressor 03 (Screw),Compressed Air,34.94,none,0.0,77.6,1.0
2026-08-07,16,Boiler 02 (Steam),Steam Generation,11.84,natural_gas,47.2,105.0,1.0
2026-08-07,16,Stenter Frame Oven,Thermal Processing,48.66,natural_gas,27.31,77.7,1.0
2026-08-07,16,Primary Chiller Unit,Cooling & HVAC,26.68,none,0.0,91.7,1.0
2026-08-07,17,Compressor 03 (Screw),Compressed Air,33.23,none,0.0,83.2,1.0
2026-08-07,17,Boiler 02 (Steam),Steam Generation,13.15,natural_gas,50.58,89.3,1.0
2026-08-07,17,Stenter Frame Oven,Thermal Processing,48.5,natural_gas,28.96,78.1,1.0
2026-08-07,17,Primary Chiller Unit,Cooling & HVAC,26.6,none,0.0,109.8,1.0
2026-08-07,18,Compressor 03 (Screw),Compressed Air,32.18,none,0.0,101.1,1.0
2026-08-07,18,Boiler 02 (Steam),Steam Generation,11.74,natural_gas,42.09,98.5,1.0
2026-08-07,18,Stenter Frame Oven,Thermal Processing,41.53,natural_gas,32.42,93.3,1.0
2026-08-07,18,Primary Chiller Unit,Cooling & HVAC,26.35,none,0.0,93.8,1.0
2026-08-07,19,Compressor 03 (Screw),Compressed Air,35.14,none,0.0,98.4,1.0
2026-08-07,19,Boiler 02 (Steam),Steam Generation,11.09,natural_gas,49.52,100.3,1.0
2026-08-07,19,Stenter Frame Oven,Thermal Processing,43.5,natural_gas,28.91,92.9,1.0
2026-08-07,19,Primary Chiller Unit,Cooling & HVAC,31.26,none,0.0,103.1,1.0
2026-08-07,20,Compressor 03 (Screw),Compressed Air,32.72,none,0.0,105.4,1.0
2026-08-07,20,Boiler 02 (Steam),Steam Generation,11.56,natural_gas,50.04,100.5,1.0
2026-08-07,20,Stenter Frame Oven,Thermal Processing,44.69,natural_gas,29.46,105.3,1.0
2026-08-07,20,Primary Chiller Unit,Cooling & HVAC,26.23,none,0.0,79.5,1.0
2026-08-07,21,Compressor 03 (Screw),Compressed Air,32.51,none,0.0,89.4,1.0
2026-08-07,21,Boiler 02 (Steam),Steam Generation,11.95,natural_gas,41.12,91.2,1.0
2026-08-07,21,Stenter Frame Oven,Thermal Processing,1.7,natural_gas,0.0,0.0,0.0
2026-08-07,21,Primary Chiller Unit,Cooling & HVAC,29.54,none,0.0,108.9,1.0
2026-08-07,22,Compressor 03 (Screw),Compressed Air,24.31,none,0.0,0.0,0.0
2026-08-07,22,Boiler 02 (Steam),Steam Generation,0.94,natural_gas,0.0,0.0,0.0
2026-08-07,22,Stenter Frame Oven,Thermal Processing,1.8,natural_gas,0.0,0.0,0.0
2026-08-07,22,Primary Chiller Unit,Cooling & HVAC,26.87,none,0.0,105.3,1.0
2026-08-07,23,Compressor 03 (Screw),Compressed Air,23.48,none,0.0,0.0,0.0
2026-08-07,23,Boiler 02 (Steam),Steam Generation,1.08,natural_gas,0.0,0.0,0.0
2026-08-07,23,Stenter Frame Oven,Thermal Processing,1.1,natural_gas,0.0,0.0,0.0
2026-08-07,23,Primary Chiller Unit,Cooling & HVAC,0.6,none,0.0,0.0,0.0
